Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Lenovo,Gaming,4,2.4,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.8823158
Acer,Gaming,16,4.2,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.71579055
Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.86820267
Asus,Gaming,8,2.24,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.17523937
Vero,Notebook,4,1.22,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows,9.288274273
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,0,512,Intel,Windows,11.56134985
Lenovo,2 in 1 Convertible,8,2.08,1,0,141.2119981,Intel Core i5,0,256,AMD,Windows,10.8414521
Apple,Ultrabook,8,0.92,0,1,226.4155472,Other Intel Processor,0,0,Intel,Mac,11.03603739
Lenovo,2 in 1 Convertible,8,1.42,1,1,209.8006829,Intel Core i5,0,256,Intel,Windows,11.72918457
Asus,Notebook,4,1.63,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.6760046
Dell,Notebook,8,1.95,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,10.67259527
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.4825302,Intel Core i7,0,256,Intel,Windows,11.18267988
Dell,Notebook,8,2,0,0,141.2119981,Intel Core i3,0,256,AMD,Windows,10.58085895
HP,Workstation,8,3.14,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.6083981
Asus,Notebook,8,2.37,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.97771698
Dell,Ultrabook,8,1.29,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.28811452
Dell,Notebook,8,2.06,1,0,282.4239962,Intel Core i5,0,256,Nvidia,Windows,11.4423605
Dell,Netbook,4,1.63,0,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,10.58760206
HP,Netbook,8,1.26,0,0,125.367428,Intel Core i5,0,256,Intel,Windows,11.21190037
Toshiba,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.63485495
HP,Notebook,8,2.04,0,0,100.4546699,AMD Processor,2000,0,AMD,Windows,10.41969228
Dell,Gaming,16,2.62,0,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows,11.40151468
Lenovo,Notebook,4,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.38737929
HP,Gaming,12,3.74,0,1,127.3356746,Intel Core i7,1000,0,AMD,Windows,11.4423605
MSI,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,11.76501559
Samsung,Ultrabook,8,0.81,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.28811452
Dell,Notebook,8,1.98,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.84353544
Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,10.64735344
Lenovo,Ultrabook,8,1.32,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.50335501
Razer,Ultrabook,16,1.29,1,1,352.4651472,Intel Core i7,0,512,Intel,Windows,11.47054726
HP,Netbook,4,1.23,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,9.928804361
Dell,Gaming,16,4.36,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.80161302
Dell,Notebook,4,1.76,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,10.60227878
Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.16976231
Toshiba,Ultrabook,4,1.25,0,0,111.9352036,Intel Core i5,0,128,Intel,Windows,10.969494
Lenovo,Ultrabook,8,1.13,0,1,157.3505121,Intel Core i7,0,512,Intel,Windows,11.79920696
MSI,Gaming,8,2.4,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,11.06480418
Lenovo,Ultrabook,8,1.13,0,1,157.3505121,Intel Core i5,0,0,Intel,Windows,11.51192496
Toshiba,Notebook,4,1.75,0,0,111.9352036,Other Intel Processor,0,128,Intel,Windows,10.18816712
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.18932933
Dell,Notebook,4,1.76,0,0,111.9352036,Intel Core i3,500,0,Intel,Windows,10.34717287
Acer,Netbook,4,1.35,0,1,135.0942112,Other Intel Processor,0,0,Intel,Others,9.847678816
Acer,Notebook,8,1.5,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows,10.4036663
Razer,Gaming,32,3.49,1,0,254.6713491,Intel Core i7,0,512,Nvidia,Windows,12.58788256
Lenovo,Ultrabook,16,1.1,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows,11.62477735
Asus,Notebook,4,2.1,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others,10.22746491
Lenovo,Notebook,8,1.7,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.05390261
Lenovo,Notebook,8,1.32,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,11.38409159
Dell,Gaming,16,3.21,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.90383371
Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.76667054
Toshiba,Notebook,4,2,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.48134509
Lenovo,Notebook,4,1.5,0,0,111.9352036,Other Intel Processor,0,0,Intel,Others,9.759386209
Asus,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,128,0,Intel,Windows,10.35568356
Asus,Gaming,16,2.73,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,11.47054726
Dell,Gaming,32,4.42,0,1,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,12.00593479
HP,Notebook,8,2.63,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,10.78900563
Dell,Notebook,8,2.18,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,10.54642998
HP,Ultrabook,8,1.54,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.50925474
Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,10.58085895
HP,2 in 1 Convertible,4,1.4,1,0,135.0942112,Other Intel Processor,0,0,Intel,Others,10.39718329
Asus,Ultrabook,8,1.45,0,1,165.6321181,Intel Core i5,0,512,Nvidia,Windows,10.90898405
HP,2 in 1 Convertible,8,1.28,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.70617509
HP,Ultrabook,8,1.54,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.26721724
HP,Notebook,4,1.86,0,0,100.4546699,Other Intel Processor,0,128,Intel,Others,9.6760046
Asus,Gaming,16,2.1,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.52464374
Dell,Notebook,8,2.83,0,0,127.3356746,Intel Core i7,1000,0,AMD,Others,10.73829053
Lenovo,Ultrabook,8,1.96,0,1,157.3505121,Intel Core i7,0,256,Nvidia,Windows,11.52674789
Asus,Notebook,8,2.3,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.64378927
Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,128,Intel,Windows,10.82674595
Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,10.08258391
HP,2 in 1 Convertible,8,1.28,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.82293286
Dell,Notebook,8,1.62,1,0,165.6321181,Intel Core i5,1000,0,Intel,Windows,10.45099374
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,1000,0,Intel,Others,10.12616379
Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.72157355
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,11.18267988
Toshiba,Notebook,4,1.05,0,0,165.6321181,Intel Core i5,0,128,Intel,Windows,11.13407502
Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,Others,10.90017342
Dell,Ultrabook,16,1.29,1,0,276.0535301,Intel Core i7,0,512,Intel,Windows,11.68979217
HP,Notebook,4,2.07,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,10.78900563
Toshiba,Ultrabook,8,1.2,0,0,117.8265301,Intel Core i5,0,256,Intel,Windows,10.97407067
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,11.55114568
Acer,Notebook,8,1.56,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,10.78017555
Dell,Workstation,8,2.23,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,11.45880544
Lenovo,Notebook,4,2.38,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.93685707
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,1000,0,AMD,Others,10.14726162
Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,11.21118017
Lenovo,Notebook,4,1.44,0,1,165.6321181,Intel Core i3,0,180,Intel,Windows,10.57543153
Samsung,Ultrabook,16,1.23,0,0,146.860478,Intel Core i7,0,256,Nvidia,Windows,11.49796126
Dell,Ultrabook,8,1.6,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,11.40804483
Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.96449738
Xiaomi,Ultrabook,8,1.28,0,1,165.6321181,Intel Core i5,0,256,Nvidia,Windows,10.81610756
Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.79174911
HP,Notebook,4,2.04,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.70777173
HP,2 in 1 Convertible,4,1.28,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.41394456
HP,2 in 1 Convertible,4,2.3,1,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.50468785
Asus,Notebook,4,1.65,0,0,111.1413369,Other Intel Processor,0,0,Intel,Windows,9.827763506
Lenovo,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.48134509
Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.88635767
HP,2 in 1 Convertible,4,1.28,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.47054726
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,Others,10.09739572
Asus,Gaming,12,2.2,0,0,127.3356746,Intel Core i5,1000,128,Nvidia,Windows,11.19805405
Acer,Netbook,4,1.25,0,1,135.0942112,Other Intel Processor,0,0,Intel,Others,9.669293165
Lenovo,Notebook,4,2.8,0,0,106.1130621,AMD Processor,500,0,AMD,Windows,9.913097231
HP,Notebook,4,1.95,0,0,157.3505121,Intel Core i5,0,128,Intel,Windows,11.11838843
HP,2 in 1 Convertible,16,1.42,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows,11.219074
Samsung,Ultrabook,8,1.17,0,0,146.860478,Intel Core i7,0,256,Intel,Windows,11.41335615
Lenovo,Ultrabook,8,1.32,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,11.47054726
MSI,Gaming,16,2.43,0,1,254.6713491,Intel Core i7,2000,512,Nvidia,Windows,11.85749852
Toshiba,Notebook,8,1.05,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.2719743
Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,10.80966977
HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.77795579
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,Windows,10.39555595
Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,10.81610756
Dell,2 in 1 Convertible,8,1.24,1,0,276.0535301,Intel Core i7,0,512,Intel,Windows,11.58299213
Asus,Gaming,32,3.58,0,1,127.3356746,Intel Core i7,0,512,Nvidia,Windows,11.12939483
Dell,2 in 1 Convertible,16,1.22,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.38348535
Lenovo,Ultrabook,8,1.13,0,1,157.3505121,Intel Core i7,0,0,Intel,Windows,11.60066817
Lenovo,Notebook,8,1.95,0,1,141.2119981,Intel Core i5,0,512,Intel,Windows,11.55778513
LG,Ultrabook,16,1.08,1,1,141.2119981,Intel Core i7,0,512,Intel,Windows,11.62477735
HP,Netbook,8,1.26,0,0,176.2325736,Intel Core i7,0,512,Intel,Windows,11.27738337
Acer,Notebook,4,2.2,0,1,141.2119981,Other Intel Processor,0,0,Intel,Others,9.858883415
Lenovo,Notebook,8,2.6,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.64632735
LG,Ultrabook,8,0.98,1,1,157.3505121,Intel Core i7,0,512,Intel,Windows,11.52464374
Dell,Notebook,8,1.6,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.06979587
HP,Ultrabook,8,1.09,1,0,352.4651472,Other Intel Processor,0,240,Intel,Windows,12.01471842
Lenovo,Notebook,6,2.2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.64632735
HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.90212825
Acer,Notebook,4,2.4,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,10.18816712
Lenovo,Notebook,4,1.44,0,0,165.6321181,Intel Core i5,0,128,Intel,Windows,10.75661865
HP,Notebook,8,1.49,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,10.84249431
MSI,Gaming,16,2.7,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.35269474
Dell,Gaming,16,2.6,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.18267988
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.99656463
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i5,1000,0,AMD,Windows,10.50496527
HP,Ultrabook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,11.1433625
HP,Ultrabook,8,1.39,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows,11.0222083
Toshiba,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.5638847
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i5,0,512,Intel,Windows,11.48489629
Dell,Notebook,4,1.95,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.56846856
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i7,0,256,Intel,Windows,11.38409159
HP,Notebook,8,2.31,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.03603739
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.53808986
HP,Notebook,4,1.95,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,11.0222083
Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,9.708902303
HP,Ultrabook,4,1.26,0,0,176.2325736,Intel Core i5,500,0,Intel,Windows,11.34010804
HP,Notebook,4,1.86,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.641641634
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.0535301,Intel Core i7,0,1000,Intel,Windows,11.47054726
Toshiba,Notebook,4,1.47,0,1,157.3505121,Intel Core i5,0,128,Intel,Windows,10.98316164
HP,Netbook,8,1.26,0,0,176.2325736,Intel Core i5,0,256,Intel,Windows,11.39554095
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.30099468
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.06480418
Dell,Ultrabook,8,1.36,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.3774026
Dell,Gaming,16,4.36,0,0,169.7808994,Intel Core i7,1000,512,Nvidia,Windows,11.89782208
HP,Gaming,8,2.75,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,Windows,11.219074
Asus,Notebook,4,2.8,0,0,106.1130621,Other Intel Processor,1000,0,Nvidia,Windows,10.24843803
Acer,Notebook,4,2.23,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.4036663
Toshiba,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,10.99575173
Lenovo,2 in 1 Convertible,8,1.1,1,1,194.9475372,Other Intel Processor,0,256,Intel,Windows,11.14491104
Lenovo,Gaming,16,2.5,0,1,141.2119981,AMD Processor,1000,512,AMD,Windows,10.8823158
Dell,Ultrabook,8,1.36,1,0,176.2325736,Intel Core i5,0,256,Intel,Windows,11.27007419
Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,10.50497986
Dell,Notebook,4,2.36,0,0,106.1130621,Intel Core i3,1000,0,AMD,Windows,10.46628456
Acer,Notebook,4,1.68,0,0,111.9352036,Other Intel Processor,0,0,Intel,Others,9.830632948
HP,Workstation,8,2,0,1,141.2119981,Intel Core i7,0,8,Nvidia,Windows,11.69380198
Dell,Ultrabook,8,1.36,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.45711673
Toshiba,Notebook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.26175274
Asus,2 in 1 Convertible,8,1.2,0,0,176.2325736,Other Intel Processor,0,0,Intel,Others,11.03087387
Lenovo,Ultrabook,8,1.7,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,11.28141434
Dell,Gaming,16,4.36,0,1,254.6713491,Intel Core i7,1000,512,Nvidia,Windows,12.03198779
Dell,2 in 1 Convertible,8,1.24,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.52464374
HP,2 in 1 Convertible,4,1.45,1,0,135.0942112,Other Intel Processor,0,256,Intel,Windows,10.62842406
Dell,Ultrabook,8,1.3,0,0,276.0535301,Intel Core i7,0,256,Intel,Windows,11.12075716
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,Other Intel Processor,0,0,Intel,Others,9.93914037
Toshiba,Notebook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.31184669
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i5,0,256,Intel,Windows,11.44863011
Acer,Notebook,12,2.4,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.89227605
Toshiba,Ultrabook,8,1.1,1,0,176.2325736,Intel Core i7,0,512,Intel,Windows,11.46553193
HP,Notebook,8,2.04,0,0,100.4546699,Intel Core i5,1000,0,Nvidia,Windows,10.71667123
Dell,Notebook,4,2.25,0,0,100.4546699,Intel Core i3,1000,0,AMD,Others,10.11893088
Dell,Notebook,4,1.9,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.69094441
HP,Notebook,4,2.04,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows,10.50497986
Dell,Gaming,32,4.42,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,12.03040125
Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.51947287
Dell,2 in 1 Convertible,16,1.22,1,0,276.0535301,Intel Core i7,0,512,Intel,Windows,11.52464374
Dell,Ultrabook,8,1.5,1,0,209.8006829,Intel Core i7,0,256,Intel,Windows,11.55778003
Dell,Gaming,32,4.42,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.91293572
Toshiba,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.04883074
Asus,Gaming,16,2.73,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.60110732
HP,Notebook,8,2.04,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.86209267
Lenovo,Notebook,4,1.7,0,0,111.9352036,Intel Core i5,0,0,Intel,Windows,10.88531431
Asus,2 in 1 Convertible,16,2.3,1,0,282.4239962,Intel Core i7,2000,512,Nvidia,Windows,11.47054726
HP,Notebook,6,2.04,0,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,10.3368635
Asus,Gaming,16,2.99,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.4423605
Dell,2 in 1 Convertible,12,2.19,1,1,141.2119981,Intel Core i7,0,512,Intel,Windows,11.14491104
Toshiba,Notebook,4,1.2,0,0,165.6321181,Intel Core i5,0,128,Intel,Windows,11.06146249
Lenovo,Notebook,6,2.2,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,10.28365947
Fujitsu,Notebook,4,2.3,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,10.45099374
Toshiba,Notebook,4,1.75,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,10.79448509
Dell,Notebook,4,2.25,0,0,100.4546699,Intel Core i5,500,0,AMD,Windows,10.37082262
HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.66764477
Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.05642892
Dell,Notebook,8,2.36,0,0,100.4546699,Intel Core i7,1000,0,AMD,Windows,10.59430001
Dell,Notebook,8,1.6,0,0,157.3505121,Intel Core i5,0,128,Intel,Windows,10.99575173
HP,Netbook,8,0.97,0,0,176.2325736,Other Intel Processor,0,512,Intel,Windows,11.52937188
HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,1000,128,AMD,Windows,10.18816712
Lenovo,Notebook,4,1.9,0,0,100.4546699,Other Intel Processor,0,128,Intel,Others,9.576276649
Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.18267988
Dell,2 in 1 Convertible,8,1.68,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,10.76565826
Asus,Notebook,8,1.4,0,0,276.0535301,Intel Core i5,0,256,Intel,Windows,11.02307825
HP,Ultrabook,8,1.11,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,11.18267988
Acer,Notebook,4,2.4,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.915732279
Asus,Gaming,16,2.5,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.47054726
HP,Ultrabook,8,1.48,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.62000179
Acer,Gaming,8,2.7,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.11442803
HP,Notebook,8,1.34,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,11.05642892
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,10.28000983
HP,Notebook,4,1.64,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,10.63357207
Toshiba,Notebook,4,1.2,0,0,165.6321181,Intel Core i5,0,128,Intel,Windows,11.06146249
HP,Notebook,4,1.48,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows,10.97861739
HP,Notebook,4,1.95,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.06979587
HP,Ultrabook,8,1.43,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.25418997
HP,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Windows,10.93140146
HP,Notebook,4,1.64,0,0,111.9352036,Intel Core i3,500,0,Intel,Windows,10.50351894
Dell,Gaming,8,2.65,0,0,141.2119981,Intel Core i5,0,0,Nvidia,Windows,10.83096982
HP,Ultrabook,4,1.26,0,0,176.2325736,Intel Core i5,500,0,Intel,Windows,11.31444916
HP,Notebook,4,1.48,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.34705032
HP,Ultrabook,8,1.54,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.51841585
HP,Notebook,4,1.49,0,0,117.8265301,Intel Core i3,500,0,Intel,Windows,10.66017275
Toshiba,Notebook,8,1.5,0,0,117.8265301,Intel Core i5,0,256,Intel,Windows,11.07393666
HP,Notebook,4,2.04,0,0,100.4546699,Intel Core i3,0,256,Intel,Windows,10.62193855
Lenovo,Notebook,16,2.4,0,1,254.6713491,Intel Core i7,0,512,Nvidia,Windows,11.97120463
Toshiba,Notebook,8,1.47,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,11.28209243
HP,Notebook,8,1.43,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.68486936
Dell,2 in 1 Convertible,4,2.08,1,1,141.2119981,Intel Core i3,1000,0,Intel,Windows,10.65514765
Toshiba,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.34705032
HP,Notebook,8,1.11,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,11.0222083
HP,Notebook,8,1.64,0,0,157.3505121,Intel Core i7,0,256,Nvidia,Windows,11.05342188
Dell,Notebook,8,2.09,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,10.92871023
HP,Ultrabook,4,1.26,0,0,125.367428,Intel Core i5,0,256,Intel,Windows,11.3273609
HP,Notebook,4,2.31,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,11.05642892
HP,Notebook,4,1.95,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,10.94158521
Dell,Ultrabook,8,1.29,1,0,276.0535301,Intel Core i5,0,256,Intel,Windows,11.36820855
HP,Notebook,8,2.63,0,0,127.3356746,Intel Core i5,0,256,Nvidia,Windows,10.96027735
HP,Notebook,4,1.64,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows,10.85594511
Acer,Notebook,6,2.1,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,9.989276182
MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.05878107
HP,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.06146249
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,11.089509
HP,Ultrabook,8,1.26,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,11.18267988
HP,Notebook,4,2.04,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.58491027
Toshiba,Ultrabook,8,1.47,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,11.42854336
Dell,Notebook,8,2.09,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.94436437
HP,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,10.89377146
Lenovo,2 in 1 Convertible,4,1.8,1,1,141.2119981,Intel Core i7,0,256,Intel,Windows,10.71726172
Vero,Notebook,2,1.45,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.326470843
Toshiba,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.23748812
Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.93172544
HP,Notebook,4,1.54,0,0,157.3505121,Intel Core i5,500,0,Intel,Windows,10.88331631
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,500,256,Intel,Windows,11.62684286
HP,Notebook,8,1.43,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.2678982
MSI,Gaming,16,3.78,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.31875437
Lenovo,Gaming,16,4.6,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.71186376
